
/home/dl/anaconda3/envs/ly_transmvs/bin/python /home/dl/ly_pro/3DRecon/Recon_Ablation/Mobile_trans0918/train.py --logdir=./outputs/dtu_training --dataset=dtu_yao --batch_size=6 --epochs=16 --trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/ --trainlist=lists/dtu/train.txt --testlist=lists/dtu/val.txt --numdepth=192 --ndepths=32,16,8,4 --nviews=5 --wd=0.0001 --depth_inter_r=8.0, 4.0,1.0,0.5 --lrepochs=6,8,12:2 --dlossw=1.0,1.0,1.0,1.0
current time 20230919_164239
creating new summary file
argv: ['--logdir=./outputs/dtu_training', '--dataset=dtu_yao', '--batch_size=6', '--epochs=16', '--trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/', '--trainlist=lists/dtu/train.txt', '--testlist=lists/dtu/val.txt', '--numdepth=192', '--ndepths=32,16,8,4', '--nviews=5', '--wd=0.0001', '--depth_inter_r=8.0, 4.0,1.0,0.5', '--lrepochs=6,8,12:2', '--dlossw=1.0,1.0,1.0,1.0']
################################  args  ################################
mode      	train                         	<class 'str'>
model     	mvsnet                        	<class 'str'>
device    	cuda                          	<class 'str'>
dataset   	dtu_yao                       	<class 'str'>
trainpath 	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
testpath  	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
trainlist 	lists/dtu/train.txt           	<class 'str'>
testlist  	lists/dtu/val.txt             	<class 'str'>
epochs    	16                            	<class 'int'>
lr        	0.001                         	<class 'float'>
lrepochs  	6,8,12:2                      	<class 'str'>
wd        	0.0001                        	<class 'float'>
nviews    	5                             	<class 'int'>
batch_size	6                             	<class 'int'>
numdepth  	192                           	<class 'int'>
interval_scale	1.06                          	<class 'float'>
loadckpt  	None                          	<class 'NoneType'>
logdir    	./outputs/dtu_training        	<class 'str'>
resume    	False                         	<class 'bool'>
summary_freq	10                            	<class 'int'>
save_freq 	1                             	<class 'int'>
eval_freq 	1                             	<class 'int'>
seed      	1                             	<class 'int'>
pin_m     	False                         	<class 'bool'>
local_rank	0                             	<class 'int'>
share_cr  	False                         	<class 'bool'>
ndepths   	32,16,8,4                     	<class 'str'>
fea_channels	64,32,16,8                    	<class 'str'>
depth_inter_r	8.0, 4.0,1.0,0.5              	<class 'str'>
dlossw    	1.0,1.0,1.0,1.0               	<class 'str'>
cr_base_chs	8,8,8,4                       	<class 'str'>
grad_method	detach                        	<class 'str'>
using_apex	False                         	<class 'bool'>
sync_bn   	False                         	<class 'bool'>
opt_level 	O0                            	<class 'str'>
keep_batchnorm_fp32	None                          	<class 'NoneType'>
loss_scale	None                          	<class 'NoneType'>
########################################################################
**********netphs:[32, 16, 8, 4], depth_intervals_ratio:[8.0, 4.0, 1.0, 0.5],  grad:detach, chs:[8, 8, 8, 4]************
start at epoch 0
Number of model parameters: 3503673
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 6174
/home/dl/anaconda3/envs/ly_transmvs/lib/python3.8/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Epoch 0/16, Iter 0/4516, lr 0.000335, train loss = 19.949, depth loss = 155.916, entropy loss = 19.949, time = 7.534
Epoch 13/16, Iter 3282/4516, lr 0.000125, train loss = 4.480, depth loss = 3.524, entropy loss = 4.480, time = 1.574
Epoch 13/16, Iter 3292/4516, lr 0.000125, train loss = 4.200, depth loss = 2.533, entropy loss = 4.200, time = 1.575
Epoch 13/16, Iter 3302/4516, lr 0.000125, train loss = 3.272, depth loss = 1.517, entropy loss = 3.272, time = 1.572
Epoch 13/16, Iter 3312/4516, lr 0.000125, train loss = 3.167, depth loss = 1.617, entropy loss = 3.167, time = 1.580
Epoch 13/16, Iter 3322/4516, lr 0.000125, train loss = 4.419, depth loss = 2.889, entropy loss = 4.419, time = 1.574
Epoch 13/16, Iter 3332/4516, lr 0.000125, train loss = 3.284, depth loss = 1.160, entropy loss = 3.284, time = 1.577
Epoch 13/16, Iter 3342/4516, lr 0.000125, train loss = 3.478, depth loss = 1.377, entropy loss = 3.478, time = 1.579
Epoch 13/16, Iter 3352/4516, lr 0.000125, train loss = 3.624, depth loss = 2.759, entropy loss = 3.624, time = 1.578
Epoch 13/16, Iter 3362/4516, lr 0.000125, train loss = 3.654, depth loss = 2.133, entropy loss = 3.654, time = 1.574
Epoch 13/16, Iter 3372/4516, lr 0.000125, train loss = 4.692, depth loss = 4.188, entropy loss = 4.692, time = 1.575
Epoch 13/16, Iter 3382/4516, lr 0.000125, train loss = 4.227, depth loss = 4.540, entropy loss = 4.227, time = 1.574
Epoch 13/16, Iter 3392/4516, lr 0.000125, train loss = 4.296, depth loss = 3.947, entropy loss = 4.296, time = 1.578
Epoch 13/16, Iter 3402/4516, lr 0.000125, train loss = 3.900, depth loss = 3.644, entropy loss = 3.900, time = 1.575
Epoch 13/16, Iter 3412/4516, lr 0.000125, train loss = 3.920, depth loss = 2.181, entropy loss = 3.920, time = 1.580
Epoch 13/16, Iter 3422/4516, lr 0.000125, train loss = 3.831, depth loss = 5.134, entropy loss = 3.831, time = 1.576
Epoch 13/16, Iter 3432/4516, lr 0.000125, train loss = 3.774, depth loss = 3.330, entropy loss = 3.774, time = 1.574
Epoch 13/16, Iter 3442/4516, lr 0.000125, train loss = 4.109, depth loss = 4.883, entropy loss = 4.109, time = 1.577
Epoch 13/16, Iter 3452/4516, lr 0.000125, train loss = 3.854, depth loss = 2.291, entropy loss = 3.854, time = 1.572
Epoch 13/16, Iter 3462/4516, lr 0.000125, train loss = 3.539, depth loss = 2.079, entropy loss = 3.539, time = 1.574
Epoch 13/16, Iter 3472/4516, lr 0.000125, train loss = 4.499, depth loss = 3.149, entropy loss = 4.499, time = 1.583
Epoch 13/16, Iter 3482/4516, lr 0.000125, train loss = 4.117, depth loss = 2.975, entropy loss = 4.117, time = 1.584
Epoch 13/16, Iter 3492/4516, lr 0.000125, train loss = 3.525, depth loss = 2.789, entropy loss = 3.525, time = 1.575
Epoch 13/16, Iter 3502/4516, lr 0.000125, train loss = 3.690, depth loss = 4.197, entropy loss = 3.690, time = 1.577
Epoch 13/16, Iter 3512/4516, lr 0.000125, train loss = 2.891, depth loss = 1.453, entropy loss = 2.891, time = 1.576
Epoch 13/16, Iter 3522/4516, lr 0.000125, train loss = 3.079, depth loss = 1.611, entropy loss = 3.079, time = 1.569
Epoch 13/16, Iter 3532/4516, lr 0.000125, train loss = 3.539, depth loss = 1.898, entropy loss = 3.539, time = 1.580
Epoch 13/16, Iter 3542/4516, lr 0.000125, train loss = 3.567, depth loss = 1.850, entropy loss = 3.567, time = 1.576
Epoch 13/16, Iter 3552/4516, lr 0.000125, train loss = 3.743, depth loss = 3.057, entropy loss = 3.743, time = 1.573
Epoch 13/16, Iter 3562/4516, lr 0.000125, train loss = 4.802, depth loss = 2.383, entropy loss = 4.802, time = 1.578
Epoch 13/16, Iter 3572/4516, lr 0.000125, train loss = 2.924, depth loss = 2.193, entropy loss = 2.924, time = 1.575
Epoch 13/16, Iter 3582/4516, lr 0.000125, train loss = 4.493, depth loss = 3.352, entropy loss = 4.493, time = 1.579
Epoch 13/16, Iter 3592/4516, lr 0.000125, train loss = 3.991, depth loss = 2.959, entropy loss = 3.991, time = 1.579
Epoch 13/16, Iter 3602/4516, lr 0.000125, train loss = 5.193, depth loss = 8.437, entropy loss = 5.193, time = 1.590
Epoch 13/16, Iter 3612/4516, lr 0.000125, train loss = 4.450, depth loss = 4.938, entropy loss = 4.450, time = 1.585
Epoch 13/16, Iter 3622/4516, lr 0.000125, train loss = 4.087, depth loss = 1.313, entropy loss = 4.087, time = 1.581
Epoch 13/16, Iter 3632/4516, lr 0.000125, train loss = 4.120, depth loss = 2.003, entropy loss = 4.120, time = 1.579
Epoch 13/16, Iter 3642/4516, lr 0.000125, train loss = 4.982, depth loss = 4.373, entropy loss = 4.982, time = 1.582
Epoch 13/16, Iter 3652/4516, lr 0.000125, train loss = 4.531, depth loss = 6.054, entropy loss = 4.531, time = 1.584
Epoch 13/16, Iter 3662/4516, lr 0.000125, train loss = 3.652, depth loss = 2.525, entropy loss = 3.652, time = 1.583
Epoch 13/16, Iter 3672/4516, lr 0.000125, train loss = 3.611, depth loss = 3.476, entropy loss = 3.611, time = 1.581
Epoch 13/16, Iter 3682/4516, lr 0.000125, train loss = 4.293, depth loss = 2.943, entropy loss = 4.293, time = 1.585
Epoch 13/16, Iter 3692/4516, lr 0.000125, train loss = 3.676, depth loss = 3.910, entropy loss = 3.676, time = 1.574
Epoch 13/16, Iter 3702/4516, lr 0.000125, train loss = 4.624, depth loss = 3.619, entropy loss = 4.624, time = 1.579
Epoch 13/16, Iter 3712/4516, lr 0.000125, train loss = 4.232, depth loss = 3.427, entropy loss = 4.232, time = 1.578
Epoch 13/16, Iter 3722/4516, lr 0.000125, train loss = 4.690, depth loss = 5.599, entropy loss = 4.690, time = 1.586
Epoch 13/16, Iter 3732/4516, lr 0.000125, train loss = 3.892, depth loss = 1.817, entropy loss = 3.892, time = 1.590
Epoch 13/16, Iter 3742/4516, lr 0.000125, train loss = 3.572, depth loss = 3.154, entropy loss = 3.572, time = 1.579
Epoch 13/16, Iter 3752/4516, lr 0.000125, train loss = 3.499, depth loss = 2.723, entropy loss = 3.499, time = 1.575
Epoch 13/16, Iter 3762/4516, lr 0.000125, train loss = 4.577, depth loss = 3.273, entropy loss = 4.577, time = 1.578
Epoch 13/16, Iter 3772/4516, lr 0.000125, train loss = 4.368, depth loss = 3.077, entropy loss = 4.368, time = 1.572
Epoch 13/16, Iter 3782/4516, lr 0.000125, train loss = 3.913, depth loss = 4.085, entropy loss = 3.913, time = 1.580
Epoch 13/16, Iter 3792/4516, lr 0.000125, train loss = 3.918, depth loss = 4.940, entropy loss = 3.918, time = 1.575
Epoch 13/16, Iter 3802/4516, lr 0.000125, train loss = 3.968, depth loss = 3.381, entropy loss = 3.968, time = 1.583
Epoch 13/16, Iter 3812/4516, lr 0.000125, train loss = 4.066, depth loss = 3.478, entropy loss = 4.066, time = 1.575
Epoch 13/16, Iter 3822/4516, lr 0.000125, train loss = 4.009, depth loss = 2.842, entropy loss = 4.009, time = 1.571
Epoch 13/16, Iter 3832/4516, lr 0.000125, train loss = 3.391, depth loss = 1.549, entropy loss = 3.391, time = 1.574
Epoch 13/16, Iter 3842/4516, lr 0.000125, train loss = 4.117, depth loss = 2.737, entropy loss = 4.117, time = 1.571
Epoch 13/16, Iter 3852/4516, lr 0.000125, train loss = 4.044, depth loss = 2.380, entropy loss = 4.044, time = 1.578
Epoch 13/16, Iter 3862/4516, lr 0.000125, train loss = 4.048, depth loss = 3.941, entropy loss = 4.048, time = 1.572
Epoch 13/16, Iter 3872/4516, lr 0.000125, train loss = 3.677, depth loss = 2.789, entropy loss = 3.677, time = 1.571
Epoch 13/16, Iter 3882/4516, lr 0.000125, train loss = 3.644, depth loss = 2.628, entropy loss = 3.644, time = 1.579
Epoch 13/16, Iter 3892/4516, lr 0.000125, train loss = 4.151, depth loss = 2.459, entropy loss = 4.151, time = 1.575
Epoch 13/16, Iter 3902/4516, lr 0.000125, train loss = 3.899, depth loss = 2.846, entropy loss = 3.899, time = 1.580
Epoch 13/16, Iter 3912/4516, lr 0.000125, train loss = 4.724, depth loss = 3.405, entropy loss = 4.724, time = 1.577
Epoch 13/16, Iter 3922/4516, lr 0.000125, train loss = 3.950, depth loss = 1.976, entropy loss = 3.950, time = 1.575
Epoch 13/16, Iter 3932/4516, lr 0.000125, train loss = 4.664, depth loss = 9.813, entropy loss = 4.664, time = 1.577
Epoch 13/16, Iter 3942/4516, lr 0.000125, train loss = 4.660, depth loss = 4.072, entropy loss = 4.660, time = 1.579
Epoch 13/16, Iter 3952/4516, lr 0.000125, train loss = 4.344, depth loss = 2.712, entropy loss = 4.344, time = 1.575
Epoch 13/16, Iter 3962/4516, lr 0.000125, train loss = 5.046, depth loss = 4.890, entropy loss = 5.046, time = 1.579
Epoch 13/16, Iter 3972/4516, lr 0.000125, train loss = 4.079, depth loss = 2.747, entropy loss = 4.079, time = 1.585
Epoch 13/16, Iter 3982/4516, lr 0.000125, train loss = 3.423, depth loss = 1.484, entropy loss = 3.423, time = 1.574
Epoch 13/16, Iter 3992/4516, lr 0.000125, train loss = 3.685, depth loss = 2.706, entropy loss = 3.685, time = 1.581
Epoch 13/16, Iter 4002/4516, lr 0.000125, train loss = 3.836, depth loss = 3.162, entropy loss = 3.836, time = 1.574
Epoch 13/16, Iter 4012/4516, lr 0.000125, train loss = 3.939, depth loss = 4.009, entropy loss = 3.939, time = 1.574
Epoch 13/16, Iter 4022/4516, lr 0.000125, train loss = 4.113, depth loss = 4.286, entropy loss = 4.113, time = 1.574
Epoch 13/16, Iter 4032/4516, lr 0.000125, train loss = 4.125, depth loss = 2.974, entropy loss = 4.125, time = 1.574
Epoch 13/16, Iter 4042/4516, lr 0.000125, train loss = 3.282, depth loss = 1.600, entropy loss = 3.282, time = 1.581
Epoch 13/16, Iter 4052/4516, lr 0.000125, train loss = 4.484, depth loss = 5.939, entropy loss = 4.484, time = 1.571
Epoch 13/16, Iter 4062/4516, lr 0.000125, train loss = 3.772, depth loss = 3.035, entropy loss = 3.772, time = 1.575
Epoch 13/16, Iter 4072/4516, lr 0.000125, train loss = 4.147, depth loss = 2.004, entropy loss = 4.147, time = 1.579
Epoch 13/16, Iter 4082/4516, lr 0.000125, train loss = 4.466, depth loss = 4.163, entropy loss = 4.466, time = 1.576
Epoch 13/16, Iter 4092/4516, lr 0.000125, train loss = 4.613, depth loss = 5.211, entropy loss = 4.613, time = 1.579
Epoch 13/16, Iter 4102/4516, lr 0.000125, train loss = 3.936, depth loss = 3.219, entropy loss = 3.936, time = 1.573
Epoch 13/16, Iter 4112/4516, lr 0.000125, train loss = 5.099, depth loss = 3.374, entropy loss = 5.099, time = 1.574
Epoch 13/16, Iter 4122/4516, lr 0.000125, train loss = 3.845, depth loss = 2.501, entropy loss = 3.845, time = 1.583
Epoch 13/16, Iter 4132/4516, lr 0.000125, train loss = 3.858, depth loss = 2.295, entropy loss = 3.858, time = 1.575
Epoch 13/16, Iter 4142/4516, lr 0.000125, train loss = 5.091, depth loss = 5.109, entropy loss = 5.091, time = 1.573
Epoch 13/16, Iter 4152/4516, lr 0.000125, train loss = 3.769, depth loss = 1.812, entropy loss = 3.769, time = 1.572
Epoch 13/16, Iter 4162/4516, lr 0.000125, train loss = 3.640, depth loss = 2.291, entropy loss = 3.640, time = 1.577
Epoch 13/16, Iter 4172/4516, lr 0.000125, train loss = 5.153, depth loss = 3.757, entropy loss = 5.153, time = 1.584
Epoch 13/16, Iter 4182/4516, lr 0.000125, train loss = 3.729, depth loss = 2.384, entropy loss = 3.729, time = 1.577
Epoch 13/16, Iter 4192/4516, lr 0.000125, train loss = 3.753, depth loss = 2.415, entropy loss = 3.753, time = 1.634
Epoch 13/16, Iter 4202/4516, lr 0.000125, train loss = 4.498, depth loss = 4.847, entropy loss = 4.498, time = 1.580
Epoch 13/16, Iter 4212/4516, lr 0.000125, train loss = 2.958, depth loss = 4.213, entropy loss = 2.958, time = 1.578
Epoch 13/16, Iter 4222/4516, lr 0.000125, train loss = 4.587, depth loss = 4.517, entropy loss = 4.587, time = 1.579
Epoch 13/16, Iter 4232/4516, lr 0.000125, train loss = 4.324, depth loss = 4.486, entropy loss = 4.324, time = 1.575
Epoch 13/16, Iter 4242/4516, lr 0.000125, train loss = 3.328, depth loss = 2.450, entropy loss = 3.328, time = 1.581
Epoch 13/16, Iter 4252/4516, lr 0.000125, train loss = 4.361, depth loss = 4.482, entropy loss = 4.361, time = 1.577
Epoch 13/16, Iter 4262/4516, lr 0.000125, train loss = 4.982, depth loss = 2.776, entropy loss = 4.982, time = 1.579
Epoch 13/16, Iter 4272/4516, lr 0.000125, train loss = 3.274, depth loss = 3.468, entropy loss = 3.274, time = 1.575
Epoch 13/16, Iter 4282/4516, lr 0.000125, train loss = 3.840, depth loss = 2.092, entropy loss = 3.840, time = 1.580
Epoch 13/16, Iter 4292/4516, lr 0.000125, train loss = 3.786, depth loss = 2.163, entropy loss = 3.786, time = 1.578
Epoch 13/16, Iter 4302/4516, lr 0.000125, train loss = 4.729, depth loss = 3.856, entropy loss = 4.729, time = 1.572
Epoch 13/16, Iter 4312/4516, lr 0.000125, train loss = 4.459, depth loss = 1.883, entropy loss = 4.459, time = 1.579
Epoch 13/16, Iter 4322/4516, lr 0.000125, train loss = 3.962, depth loss = 1.994, entropy loss = 3.962, time = 1.573
Epoch 13/16, Iter 4332/4516, lr 0.000125, train loss = 3.888, depth loss = 3.183, entropy loss = 3.888, time = 1.573
Epoch 13/16, Iter 4342/4516, lr 0.000125, train loss = 4.384, depth loss = 2.997, entropy loss = 4.384, time = 1.584
Epoch 13/16, Iter 4352/4516, lr 0.000125, train loss = 3.621, depth loss = 1.947, entropy loss = 3.621, time = 1.576
Epoch 13/16, Iter 4362/4516, lr 0.000125, train loss = 3.421, depth loss = 1.977, entropy loss = 3.421, time = 1.572
Epoch 13/16, Iter 4372/4516, lr 0.000125, train loss = 4.450, depth loss = 8.300, entropy loss = 4.450, time = 1.580
Epoch 13/16, Iter 4382/4516, lr 0.000125, train loss = 4.200, depth loss = 2.702, entropy loss = 4.200, time = 1.578
Epoch 13/16, Iter 4392/4516, lr 0.000125, train loss = 4.369, depth loss = 2.835, entropy loss = 4.369, time = 1.574
Epoch 13/16, Iter 4402/4516, lr 0.000125, train loss = 3.439, depth loss = 1.799, entropy loss = 3.439, time = 1.579
Epoch 13/16, Iter 4412/4516, lr 0.000125, train loss = 3.921, depth loss = 2.454, entropy loss = 3.921, time = 1.576
Epoch 13/16, Iter 4422/4516, lr 0.000125, train loss = 3.513, depth loss = 2.669, entropy loss = 3.513, time = 1.571
Epoch 13/16, Iter 4432/4516, lr 0.000125, train loss = 4.055, depth loss = 3.746, entropy loss = 4.055, time = 1.581
Epoch 13/16, Iter 4442/4516, lr 0.000125, train loss = 4.573, depth loss = 5.604, entropy loss = 4.573, time = 1.568
Epoch 13/16, Iter 4452/4516, lr 0.000125, train loss = 4.728, depth loss = 6.969, entropy loss = 4.728, time = 1.577
Epoch 13/16, Iter 4462/4516, lr 0.000125, train loss = 3.802, depth loss = 3.183, entropy loss = 3.802, time = 1.573
Epoch 13/16, Iter 4472/4516, lr 0.000125, train loss = 4.121, depth loss = 3.389, entropy loss = 4.121, time = 1.575
Epoch 13/16, Iter 4482/4516, lr 0.000125, train loss = 3.614, depth loss = 2.047, entropy loss = 3.614, time = 1.574
Epoch 13/16, Iter 4492/4516, lr 0.000125, train loss = 4.813, depth loss = 4.567, entropy loss = 4.813, time = 1.572
Epoch 13/16, Iter 4502/4516, lr 0.000125, train loss = 3.470, depth loss = 2.160, entropy loss = 3.470, time = 1.575
Epoch 13/16, Iter 4512/4516, lr 0.000125, train loss = 4.222, depth loss = 4.297, entropy loss = 4.222, time = 1.574
Epoch 13/16, Iter 2/1029, test loss = 5.813, depth loss = 5.361, entropy loss = 5.813, time = 0.407105
Epoch 13/16, Iter 12/1029, test loss = 4.788, depth loss = 2.881, entropy loss = 4.788, time = 0.409809
Epoch 13/16, Iter 22/1029, test loss = 6.050, depth loss = 4.513, entropy loss = 6.050, time = 0.409330
Epoch 13/16, Iter 32/1029, test loss = 4.476, depth loss = 1.655, entropy loss = 4.476, time = 0.407440
Epoch 13/16, Iter 42/1029, test loss = 4.471, depth loss = 0.960, entropy loss = 4.471, time = 0.408371
Epoch 13/16, Iter 52/1029, test loss = 3.781, depth loss = 0.595, entropy loss = 3.781, time = 0.438220
Epoch 13/16, Iter 62/1029, test loss = 4.348, depth loss = 2.080, entropy loss = 4.348, time = 0.405772
Epoch 13/16, Iter 72/1029, test loss = 3.523, depth loss = 0.864, entropy loss = 3.523, time = 0.406630
Epoch 13/16, Iter 82/1029, test loss = 3.499, depth loss = 0.762, entropy loss = 3.499, time = 0.408199
Epoch 13/16, Iter 92/1029, test loss = 3.540, depth loss = 0.778, entropy loss = 3.540, time = 0.405911
Epoch 13/16, Iter 102/1029, test loss = 5.010, depth loss = 2.624, entropy loss = 5.010, time = 0.405458
Epoch 13/16, Iter 112/1029, test loss = 3.789, depth loss = 1.123, entropy loss = 3.789, time = 0.405265
Epoch 13/16, Iter 122/1029, test loss = 5.341, depth loss = 1.053, entropy loss = 5.341, time = 0.406093
Epoch 13/16, Iter 132/1029, test loss = 4.876, depth loss = 1.091, entropy loss = 4.876, time = 0.405835
Epoch 13/16, Iter 142/1029, test loss = 4.688, depth loss = 1.178, entropy loss = 4.688, time = 0.407408
Epoch 13/16, Iter 152/1029, test loss = 4.645, depth loss = 1.137, entropy loss = 4.645, time = 0.404676
Epoch 13/16, Iter 162/1029, test loss = 4.783, depth loss = 5.406, entropy loss = 4.783, time = 0.404964
Epoch 13/16, Iter 172/1029, test loss = 7.265, depth loss = 5.189, entropy loss = 7.265, time = 0.405876
Epoch 13/16, Iter 182/1029, test loss = 6.713, depth loss = 3.214, entropy loss = 6.713, time = 0.408012
Epoch 13/16, Iter 192/1029, test loss = 8.457, depth loss = 15.194, entropy loss = 8.457, time = 0.404664
Epoch 13/16, Iter 202/1029, test loss = 5.373, depth loss = 1.977, entropy loss = 5.373, time = 0.405408
Epoch 13/16, Iter 212/1029, test loss = 5.251, depth loss = 2.225, entropy loss = 5.251, time = 0.406452
Epoch 13/16, Iter 222/1029, test loss = 4.989, depth loss = 2.400, entropy loss = 4.989, time = 0.402879
Epoch 13/16, Iter 232/1029, test loss = 6.241, depth loss = 4.217, entropy loss = 6.241, time = 0.406326
Epoch 13/16, Iter 242/1029, test loss = 7.526, depth loss = 5.435, entropy loss = 7.526, time = 0.407263
Epoch 13/16, Iter 252/1029, test loss = 5.829, depth loss = 3.147, entropy loss = 5.829, time = 0.405173
Epoch 13/16, Iter 262/1029, test loss = 7.923, depth loss = 9.168, entropy loss = 7.923, time = 0.406807
Epoch 13/16, Iter 272/1029, test loss = 6.483, depth loss = 3.854, entropy loss = 6.483, time = 0.405275
Epoch 13/16, Iter 282/1029, test loss = 8.708, depth loss = 21.165, entropy loss = 8.708, time = 0.402872
Epoch 13/16, Iter 292/1029, test loss = 4.170, depth loss = 1.570, entropy loss = 4.170, time = 0.405568
Epoch 13/16, Iter 302/1029, test loss = 3.642, depth loss = 7.296, entropy loss = 3.642, time = 0.403326
Epoch 13/16, Iter 312/1029, test loss = 4.350, depth loss = 7.816, entropy loss = 4.350, time = 0.403416
Epoch 13/16, Iter 322/1029, test loss = 4.711, depth loss = 13.744, entropy loss = 4.711, time = 0.406512
Epoch 13/16, Iter 332/1029, test loss = 5.689, depth loss = 1.725, entropy loss = 5.689, time = 0.406406
Epoch 13/16, Iter 342/1029, test loss = 5.837, depth loss = 3.746, entropy loss = 5.837, time = 0.404210
Epoch 13/16, Iter 352/1029, test loss = 8.588, depth loss = 5.689, entropy loss = 8.588, time = 0.405052
Epoch 13/16, Iter 362/1029, test loss = 6.788, depth loss = 4.570, entropy loss = 6.788, time = 0.406065
Epoch 13/16, Iter 372/1029, test loss = 8.113, depth loss = 25.198, entropy loss = 8.113, time = 0.406782
Epoch 13/16, Iter 382/1029, test loss = 8.564, depth loss = 32.022, entropy loss = 8.564, time = 0.406733
Epoch 13/16, Iter 392/1029, test loss = 11.296, depth loss = 27.277, entropy loss = 11.296, time = 0.406209
Epoch 13/16, Iter 402/1029, test loss = 4.552, depth loss = 1.668, entropy loss = 4.552, time = 0.409882
Epoch 13/16, Iter 412/1029, test loss = 3.628, depth loss = 1.715, entropy loss = 3.628, time = 0.407906
Epoch 13/16, Iter 422/1029, test loss = 4.590, depth loss = 3.571, entropy loss = 4.590, time = 0.408206
Epoch 13/16, Iter 432/1029, test loss = 3.949, depth loss = 1.891, entropy loss = 3.949, time = 0.408844
Epoch 13/16, Iter 442/1029, test loss = 4.158, depth loss = 1.590, entropy loss = 4.158, time = 0.407434
Epoch 13/16, Iter 452/1029, test loss = 3.612, depth loss = 0.814, entropy loss = 3.612, time = 0.408191
Epoch 13/16, Iter 462/1029, test loss = 7.045, depth loss = 13.800, entropy loss = 7.045, time = 0.409673
Epoch 13/16, Iter 472/1029, test loss = 4.562, depth loss = 2.679, entropy loss = 4.562, time = 0.409054
Epoch 13/16, Iter 482/1029, test loss = 3.859, depth loss = 2.509, entropy loss = 3.859, time = 0.407437
Epoch 13/16, Iter 492/1029, test loss = 3.656, depth loss = 2.063, entropy loss = 3.656, time = 0.407786
Epoch 13/16, Iter 502/1029, test loss = 5.274, depth loss = 5.504, entropy loss = 5.274, time = 0.405732
Epoch 13/16, Iter 512/1029, test loss = 3.690, depth loss = 2.434, entropy loss = 3.690, time = 0.406786
Epoch 13/16, Iter 522/1029, test loss = 5.219, depth loss = 2.055, entropy loss = 5.219, time = 0.406700
Epoch 13/16, Iter 532/1029, test loss = 4.982, depth loss = 1.298, entropy loss = 4.982, time = 0.409794
Epoch 13/16, Iter 542/1029, test loss = 4.854, depth loss = 1.243, entropy loss = 4.854, time = 0.409450
Epoch 13/16, Iter 552/1029, test loss = 4.842, depth loss = 1.443, entropy loss = 4.842, time = 0.408131
Epoch 13/16, Iter 562/1029, test loss = 5.714, depth loss = 1.773, entropy loss = 5.714, time = 0.405446
Epoch 13/16, Iter 572/1029, test loss = 3.434, depth loss = 2.959, entropy loss = 3.434, time = 0.408958
Epoch 13/16, Iter 582/1029, test loss = 2.534, depth loss = 1.062, entropy loss = 2.534, time = 0.405691
Epoch 13/16, Iter 592/1029, test loss = 3.139, depth loss = 2.283, entropy loss = 3.139, time = 0.407659
Epoch 13/16, Iter 602/1029, test loss = 2.274, depth loss = 0.826, entropy loss = 2.274, time = 0.406236
Epoch 13/16, Iter 612/1029, test loss = 2.285, depth loss = 0.957, entropy loss = 2.285, time = 0.405305
Epoch 13/16, Iter 622/1029, test loss = 2.971, depth loss = 0.906, entropy loss = 2.971, time = 0.405456
Epoch 13/16, Iter 632/1029, test loss = 4.677, depth loss = 1.672, entropy loss = 4.677, time = 0.406452
Epoch 13/16, Iter 642/1029, test loss = 5.328, depth loss = 2.438, entropy loss = 5.328, time = 0.406693
Epoch 13/16, Iter 652/1029, test loss = 4.068, depth loss = 2.449, entropy loss = 4.068, time = 0.407919
Epoch 13/16, Iter 662/1029, test loss = 5.375, depth loss = 2.092, entropy loss = 5.375, time = 0.405022
Epoch 13/16, Iter 672/1029, test loss = 4.772, depth loss = 2.970, entropy loss = 4.772, time = 0.408289
Epoch 13/16, Iter 682/1029, test loss = 4.488, depth loss = 1.764, entropy loss = 4.488, time = 0.406868
Epoch 13/16, Iter 692/1029, test loss = 3.668, depth loss = 1.302, entropy loss = 3.668, time = 0.406468
Epoch 13/16, Iter 702/1029, test loss = 4.306, depth loss = 1.692, entropy loss = 4.306, time = 0.407295
Epoch 13/16, Iter 712/1029, test loss = 3.844, depth loss = 1.376, entropy loss = 3.844, time = 0.407005
Epoch 13/16, Iter 722/1029, test loss = 3.973, depth loss = 1.914, entropy loss = 3.973, time = 0.406057
Epoch 13/16, Iter 732/1029, test loss = 5.226, depth loss = 1.953, entropy loss = 5.226, time = 0.408020
Epoch 13/16, Iter 742/1029, test loss = 5.036, depth loss = 3.421, entropy loss = 5.036, time = 0.412347
Epoch 13/16, Iter 752/1029, test loss = 4.579, depth loss = 3.082, entropy loss = 4.579, time = 0.406008
Epoch 13/16, Iter 762/1029, test loss = 4.188, depth loss = 1.997, entropy loss = 4.188, time = 0.404834
